"INDICATOR","Indicator","FAM_TYPE","Family type","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"10","Total payments to general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2007","2007","CHF","Swiss Franc","0","Units",,,31247.858353,,
"10","Total payments to general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2008","2008","CHF","Swiss Franc","0","Units",,,30535.29648,,
"10","Total payments to general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2009","2009","CHF","Swiss Franc","0","Units",,,30797.560321,,
"10","Total payments to general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2010","2010","CHF","Swiss Franc","0","Units",,,31531.17978,,
"10","Total payments to general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2011","2011","CHF","Swiss Franc","0","Units",,,31804.667727,,
"10","Total payments to general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2012","2012","CHF","Swiss Franc","0","Units",,,33060.41022,,
"10","Total payments to general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2013","2013","CHF","Swiss Franc","0","Units",,,33584.14195,,
"10","Total payments to general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2014","2014","CHF","Swiss Franc","0","Units",,,31684.4711,,
"10","Total payments to general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2015","2015","CHF","Swiss Franc","0","Units",,,31536.922398,,
"10","Total payments to general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2016","2016","CHF","Swiss Franc","0","Units",,,33014.3375,,
"10","Total payments to general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2017","2017","CHF","Swiss Franc","0","Units",,,33206.030647,,
"10","Total payments to general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2018","2018","CHF","Swiss Franc","0","Units",,,33762.812452,,
"10","Total payments to general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2019","2019","CHF","Swiss Franc","0","Units",,,34108.123349,,
"11","Cash transfers from general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2005","2005","CHF","Swiss Franc","0","Units",,,0,,
"11","Cash transfers from general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2006","2006","CHF","Swiss Franc","0","Units",,,0,,
"11","Cash transfers from general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2007","2007","CHF","Swiss Franc","0","Units",,,0,,
"11","Cash transfers from general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2008","2008","CHF","Swiss Franc","0","Units",,,0,,
"11","Cash transfers from general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2009","2009","CHF","Swiss Franc","0","Units",,,0,,
"11","Cash transfers from general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2010","2010","CHF","Swiss Franc","0","Units",,,0,,
"11","Cash transfers from general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2011","2011","CHF","Swiss Franc","0","Units",,,0,,
"11","Cash transfers from general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2012","2012","CHF","Swiss Franc","0","Units",,,0,,
"11","Cash transfers from general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2013","2013","CHF","Swiss Franc","0","Units",,,0,,
"11","Cash transfers from general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2014","2014","CHF","Swiss Franc","0","Units",,,0,,
"11","Cash transfers from general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2015","2015","CHF","Swiss Franc","0","Units",,,0,,
"11","Cash transfers from general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2016","2016","CHF","Swiss Franc","0","Units",,,0,,
"11","Cash transfers from general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2017","2017","CHF","Swiss Franc","0","Units",,,0,,
"11","Cash transfers from general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2018","2018","CHF","Swiss Franc","0","Units",,,0,,
"11","Cash transfers from general government","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2019","2019","CHF","Swiss Franc","0","Units",,,0,,
"112","Cash transfers for two children","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2005","2005","CHF","Swiss Franc","0","Units",,,0,,
"112","Cash transfers for two children","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2006","2006","CHF","Swiss Franc","0","Units",,,0,,
"112","Cash transfers for two children","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2007","2007","CHF","Swiss Franc","0","Units",,,0,,
"112","Cash transfers for two children","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2008","2008","CHF","Swiss Franc","0","Units",,,0,,
"112","Cash transfers for two children","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2009","2009","CHF","Swiss Franc","0","Units",,,0,,
"112","Cash transfers for two children","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2010","2010","CHF","Swiss Franc","0","Units",,,0,,
"112","Cash transfers for two children","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2011","2011","CHF","Swiss Franc","0","Units",,,0,,
"112","Cash transfers for two children","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2012","2012","CHF","Swiss Franc","0","Units",,,0,,
"112","Cash transfers for two children","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2013","2013","CHF","Swiss Franc","0","Units",,,0,,
"112","Cash transfers for two children","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2014","2014","CHF","Swiss Franc","0","Units",,,0,,
"112","Cash transfers for two children","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2015","2015","CHF","Swiss Franc","0","Units",,,0,,
"112","Cash transfers for two children","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2016","2016","CHF","Swiss Franc","0","Units",,,0,,
"112","Cash transfers for two children","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2017","2017","CHF","Swiss Franc","0","Units",,,0,,
"112","Cash transfers for two children","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2018","2018","CHF","Swiss Franc","0","Units",,,0,,
"112","Cash transfers for two children","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2019","2019","CHF","Swiss Franc","0","Units",,,0,,
"12","Take-home pay","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2005","2005","CHF","Swiss Franc","0","Units",,,103342.3873,,
"12","Take-home pay","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2006","2006","CHF","Swiss Franc","0","Units",,,104997.918455,,
"12","Take-home pay","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2007","2007","CHF","Swiss Franc","0","Units",,,107975.871407,,
"12","Take-home pay","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2008","2008","CHF","Swiss Franc","0","Units",,,108221.66352,,
"12","Take-home pay","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2009","2009","CHF","Swiss Franc","0","Units",,,108897.297519,,
"12","Take-home pay","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2010","2010","CHF","Swiss Franc","0","Units",,,110532.38022,,
"12","Take-home pay","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2011","2011","CHF","Swiss Franc","0","Units",,,111268.566378,,
"12","Take-home pay","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2012","2012","CHF","Swiss Franc","0","Units",,,116177.46978,,
"12","Take-home pay","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2013","2013","CHF","Swiss Franc","0","Units",,,117316.246548,,
"12","Take-home pay","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2014","2014","CHF","Swiss Franc","0","Units",,,113304.9289,,
"12","Take-home pay","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2015","2015","CHF","Swiss Franc","0","Units",,,113014.44748,,
"12","Take-home pay","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2016","2016","CHF","Swiss Franc","0","Units",,,115882.8625,,
"12","Take-home pay","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2017","2017","CHF","Swiss Franc","0","Units",,,116370.158633,,
"12","Take-home pay","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2018","2018","CHF","Swiss Franc","0","Units",,,117525.053357,,
"12","Take-home pay","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2019","2019","CHF","Swiss Franc","0","Units",,,118406.602852,,
"131","Employers' compulsory social security contributions","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2005","2005","CHF","Swiss Franc","0","Units",,,7782.7527,,
"131","Employers' compulsory social security contributions","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2006","2006","CHF","Swiss Franc","0","Units",,,7876.111545,,
"131","Employers' compulsory social security contributions","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2007","2007","CHF","Swiss Franc","0","Units",,,8098.798353,,
"131","Employers' compulsory social security contributions","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2008","2008","CHF","Swiss Franc","0","Units",,,8267.22648,,
"131","Employers' compulsory social security contributions","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2009","2009","CHF","Swiss Franc","0","Units",,,8314.590321,,
"131","Employers' compulsory social security contributions","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2010","2010","CHF","Swiss Franc","0","Units",,,8434.20978,,
"131","Employers' compulsory social security contributions","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2011","2011","CHF","Swiss Franc","0","Units",,,8839.637727,,
"131","Employers' compulsory social security contributions","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2012","2012","CHF","Swiss Franc","0","Units",,,9187.94022,,
"131","Employers' compulsory social security contributions","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2013","2013","CHF","Swiss Franc","0","Units",,,9281.87195,,
"131","Employers' compulsory social security contributions","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2014","2014","CHF","Swiss Franc","0","Units",,,8947.9011,,
"131","Employers' compulsory social security contributions","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2015","2015","CHF","Swiss Franc","0","Units",,,8923.152398,,
"131","Employers' compulsory social security contributions","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2016","2016","CHF","Swiss Franc","0","Units",,,9264.6675,,
"131","Employers' compulsory social security contributions","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2017","2017","CHF","Swiss Franc","0","Units",,,9302.860647,,
"131","Employers' compulsory social security contributions","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2018","2018","CHF","Swiss Franc","0","Units",,,9399.142452,,
"131","Employers' compulsory social security contributions","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2019","2019","CHF","Swiss Franc","0","Units",,,9468.153349,,
"141","Average income tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2005","2005","PC","Percentage","0","Units",,,16.425521,,
"141","Average income tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2006","2006","PC","Percentage","0","Units",,,16.274308,,
"141","Average income tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2007","2007","PC","Percentage","0","Units",,,16.627237,,
"141","Average income tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2008","2008","PC","Percentage","0","Units",,,16.048254,,
"141","Average income tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2009","2009","PC","Percentage","0","Units",,,16.094343,,
"141","Average income tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2010","2010","PC","Percentage","0","Units",,,16.258195,,
"141","Average income tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2011","2011","PC","Percentage","0","Units",,,16.051241,,
"141","Average income tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2012","2012","PC","Percentage","0","Units",,,15.996254,,
"141","Average income tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2013","2013","PC","Percentage","0","Units",,,16.104843,,
"141","Average income tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2014","2014","PC","Percentage","0","Units",,,15.681539,,
"141","Average income tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2015","2015","PC","Percentage","0","Units",,,15.644106,,
"141","Average income tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2016","2016","PC","Percentage","0","Units",,,15.950381,,
"141","Average income tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2017","2017","PC","Percentage","0","Units",,,15.980598,,
"141","Average income tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2018","2018","PC","Percentage","0","Units",,,16.10418,,
"141","Average income tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2019","2019","PC","Percentage","0","Units",,,16.155797,,
"142","Average rate of employees' social security contributions (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2005","2005","PC","Percentage","0","Units",,,5.853216,,
"142","Average rate of employees' social security contributions (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2006","2006","PC","Percentage","0","Units",,,5.842202,,
"142","Average rate of employees' social security contributions (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2007","2007","PC","Percentage","0","Units",,,5.817111,,
"142","Average rate of employees' social security contributions (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2008","2008","PC","Percentage","0","Units",,,5.958063,,
"142","Average rate of employees' social security contributions (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2009","2009","PC","Percentage","0","Units",,,5.951966,,
"142","Average rate of employees' social security contributions (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2010","2010","PC","Percentage","0","Units",,,5.936927,,
"142","Average rate of employees' social security contributions (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2011","2011","PC","Percentage","0","Units",,,6.178401,,
"142","Average rate of employees' social security contributions (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2012","2012","PC","Percentage","0","Units",,,6.156574,,
"142","Average rate of employees' social security contributions (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2013","2013","PC","Percentage","0","Units",,,6.150993,,
"142","Average rate of employees' social security contributions (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2014","2014","PC","Percentage","0","Units",,,6.171417,,
"142","Average rate of employees' social security contributions (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2015","2015","PC","Percentage","0","Units",,,6.172997,,
"142","Average rate of employees' social security contributions (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2016","2016","PC","Percentage","0","Units",,,6.222191,,
"142","Average rate of employees' social security contributions (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2017","2017","PC","Percentage","0","Units",,,6.21948,,
"142","Average rate of employees' social security contributions (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2018","2018","PC","Percentage","0","Units",,,6.212754,,
"142","Average rate of employees' social security contributions (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2019","2019","PC","Percentage","0","Units",,,6.208026,,
"143","Net personal average tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2005","2005","PC","Percentage","0","Units",,,22.278738,,
"143","Net personal average tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2006","2006","PC","Percentage","0","Units",,,22.11651,,
"143","Net personal average tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2007","2007","PC","Percentage","0","Units",,,22.444348,,
"143","Net personal average tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2008","2008","PC","Percentage","0","Units",,,22.006317,,
"143","Net personal average tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2009","2009","PC","Percentage","0","Units",,,22.046309,,
"143","Net personal average tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2010","2010","PC","Percentage","0","Units",,,22.195122,,
"143","Net personal average tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2011","2011","PC","Percentage","0","Units",,,22.229642,,
"143","Net personal average tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2012","2012","PC","Percentage","0","Units",,,22.152828,,
"143","Net personal average tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2013","2013","PC","Percentage","0","Units",,,22.255835,,
"143","Net personal average tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2014","2014","PC","Percentage","0","Units",,,21.852957,,
"143","Net personal average tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2015","2015","PC","Percentage","0","Units",,,21.817104,,
"143","Net personal average tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2016","2016","PC","Percentage","0","Units",,,22.172571,,
"143","Net personal average tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2017","2017","PC","Percentage","0","Units",,,22.200078,,
"143","Net personal average tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2018","2018","PC","Percentage","0","Units",,,22.316934,,
"143","Net personal average tax rate (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2019","2019","PC","Percentage","0","Units",,,22.363823,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2005","2005","PC","Percentage","0","Units",,,31.233065,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2006","2006","PC","Percentage","0","Units",,,32.113,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2007","2007","PC","Percentage","0","Units",,,32.113,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2008","2008","PC","Percentage","0","Units",,,31.8511,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2009","2009","PC","Percentage","0","Units",,,30.97661,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2010","2010","PC","Percentage","0","Units",,,31.8511,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2011","2011","PC","Percentage","0","Units",,,32.2669,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2012","2012","PC","Percentage","0","Units",,,32.2669,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2013","2013","PC","Percentage","0","Units",,,32.24848,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2014","2014","PC","Percentage","0","Units",,,32.24848,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2015","2015","PC","Percentage","0","Units",,,32.2362,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2016","2016","PC","Percentage","0","Units",,,32.225015,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2017","2017","PC","Percentage","0","Units",,,32.197385,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2018","2018","PC","Percentage","0","Units",,,32.218875,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2019","2019","PC","Percentage","0","Units",,,32.175895,,
"153","Marginal tax wedge: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2005","2005","PC","Percentage","0","Units",,,34.538853,,
"153","Marginal tax wedge: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2006","2006","PC","Percentage","0","Units",,,35.376487,,
"153","Marginal tax wedge: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2007","2007","PC","Percentage","0","Units",,,35.376487,,
"153","Marginal tax wedge: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2008","2008","PC","Percentage","0","Units",,,35.127178,,
"153","Marginal tax wedge: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2009","2009","PC","Percentage","0","Units",,,34.294727,,
"153","Marginal tax wedge: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2010","2010","PC","Percentage","0","Units",,,35.127178,,
"153","Marginal tax wedge: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2011","2011","PC","Percentage","0","Units",,,35.889162,,
"153","Marginal tax wedge: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2012","2012","PC","Percentage","0","Units",,,35.889162,,
"153","Marginal tax wedge: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2013","2013","PC","Percentage","0","Units",,,35.871727,,
"153","Marginal tax wedge: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2014","2014","PC","Percentage","0","Units",,,35.871727,,
"153","Marginal tax wedge: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2015","2015","PC","Percentage","0","Units",,,35.860104,,
"153","Marginal tax wedge: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2016","2016","PC","Percentage","0","Units",,,35.834334,,
"153","Marginal tax wedge: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2017","2017","PC","Percentage","0","Units",,,35.808175,,
"153","Marginal tax wedge: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2018","2018","PC","Percentage","0","Units",,,35.828521,,
"153","Marginal tax wedge: Principal earner (%)","SINGLE3","Single person at 167% of average earnings, no child","CHE","Switzerland","2019","2019","PC","Percentage","0","Units",,,35.78783,,
"01","Total gross earnings before taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2005","2005","CHF","Swiss Franc","0","Units",,,79620,,
"01","Total gross earnings before taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2006","2006","CHF","Swiss Franc","0","Units",,,80727,,
"01","Total gross earnings before taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2007","2007","CHF","Swiss Franc","0","Units",,,83367.50285,,
"01","Total gross earnings before taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2008","2008","CHF","Swiss Franc","0","Units",,,83088,,
"01","Total gross earnings before taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2009","2009","CHF","Swiss Franc","0","Units",,,83649.615473,,
"01","Total gross earnings before taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2010","2010","CHF","Swiss Franc","0","Units",,,85068,,
"01","Total gross earnings before taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2011","2011","CHF","Swiss Franc","0","Units",,,85672.595272,,
"01","Total gross earnings before taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2012","2012","CHF","Swiss Franc","0","Units",,,89364,,
"01","Total gross earnings before taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2013","2013","CHF","Swiss Franc","0","Units",,,90359.514071,,
"01","Total gross earnings before taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2014","2014","CHF","Swiss Franc","0","Units",,,86820,,
"01","Total gross earnings before taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2015","2015","CHF","Swiss Franc","0","Units",,,86557.706514,,
"01","Total gross earnings before taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2016","2016","CHF","Swiss Franc","0","Units",,,89160,,
"01","Total gross earnings before taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2017","2017","CHF","Swiss Franc","0","Units",,,89566.580407,,
"01","Total gross earnings before taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2018","2018","CHF","Swiss Franc","0","Units",,,90591.536412,,
"01","Total gross earnings before taxes","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2019","2019","CHF","Swiss Franc","0","Units",,,91326.183354,,
"02","Standard tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2005","2005","CHF","Swiss Franc","0","Units",,,12919.3377,,
"02","Standard tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2006","2006","CHF","Swiss Franc","0","Units",,,13107.901995,,
"02","Standard tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2007","2007","CHF","Swiss Franc","0","Units",,,13495.878458,,
"02","Standard tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2008","2008","CHF","Swiss Franc","0","Units",,,13649.70878,,
"02","Standard tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2009","2009","CHF","Swiss Franc","0","Units",,,13686.251732,,
"02","Standard tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2010","2010","CHF","Swiss Franc","0","Units",,,13920.54758,,
"02","Standard tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2011","2011","CHF","Swiss Franc","0","Units",,,14154.492485,,
"02","Standard tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2012","2012","CHF","Swiss Franc","0","Units",,,14771.4185,,
"02","Standard tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2013","2013","CHF","Swiss Franc","0","Units",,,14961.202497,,
"02","Standard tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2014","2014","CHF","Swiss Franc","0","Units",,,14367.5375,,
"02","Standard tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2015","2015","CHF","Swiss Franc","0","Units",,,14340.201908,,
"02","Standard tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2016","2016","CHF","Swiss Franc","0","Units",,,14743.1942,,
"02","Standard tax allowances","SINGLE2","Single person at 100% of average earnings, no child","CHE","Switzerland","2017","2017","CHF","Swiss Franc","0","Units",,,14869.773042,,
